Start Time:  09-May-17 11:55:53           Time Completed:  09-May-17 12:11:12       Elapsed Time:  00:15:42
Sample ID:     170509, Co-Al A0, 18,5 mg, RT run

Experiment:    C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.exp
Data File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.txt
Plot File:     C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.oc2
VSM Exp File:  C:\IDEASVSM\InduCat\Experiments\hys_c_15000(1_5)_03s_master05\hys_c_15000(1_5)_03s_master05.stp
VSM Data File: C:\IDEASVSM\InduCat\170509, Co-Al A0, 18,5 mg, RT run (ProfileData)\170509, Co-Al A0, 18,5 mg, RT run#16.dat

***DATA***

Field(G)	 Moment(emu)	 Temperature(C)	
 12966.6 	 0.677378 	-270 	
 12984.3 	 0.677667 	-270.01 	
 12995.7 	 0.677588 	-270.01 	
 13011.4 	 0.677722 	-270.01 	
 13026.8 	 0.677894 	-270.01 	
 13041.3 	 0.677991 	-270 	
 13057.2 	 0.67803 	-270.01 	
 13071.1 	 0.678079 	-270.01 	
 13086.2 	 0.678271 	-270.01 	
 13101 	 0.678145 	-270.01 	
 13117.1 	 0.678294 	-270.01 	
 13131.3 	 0.678502 	-270.01 	
 13146.6 	 0.678556 	-270.01 	
 13161 	 0.678455 	-270.01 	
 13176 	 0.678692 	-270.01 	
 13191.9 	 0.678796 	-270.01 	
 13206.4 	 0.678848 	-270.01 	
 13220.8 	 0.678823 	-270.01 	
 13235.8 	 0.67896 	-270.01 	
 13251.5 	 0.679113 	-270.01 	
 13267.1 	 0.679125 	-270.01 	
 13281.5 	 0.679117 	-270.01 	
 13295.6 	 0.679275 	-270.01 	
 13310.4 	 0.679337 	-270.01 	
 13327.1 	 0.67943 	-270.01 	
 13341.2 	 0.679568 	-270.01 	
 13355.8 	 0.679548 	-270.01 	
 13370.2 	 0.679892 	-270.01 	
 13387.7 	 0.680033 	-270.01 	
 13400.1 	 0.680298 	-270.01 	
 13416.6 	 0.680416 	-270.01 	
 13430.4 	 0.680395 	-270.01 	
 13445.1 	 0.680543 	-270.01 	
 13460.6 	 0.68083 	-270.01 	
 13476.2 	 0.680937 	-270.01 	
 13491.1 	 0.680823 	-270.01 	
 13505.3 	 0.68094 	-270.01 	
 13520 	 0.681227 	-270.01 	
 13527.7 	 0.681195 	-270.01 	
 13543.6 	 0.681193 	-270.01 	
 13561.5 	 0.681235 	-270.01 	
 13580.9 	 0.681387 	-270.01 	
 13594.4 	 0.681211 	-270.01 	
 13612 	 0.681453 	-270.01 	
 13624.4 	 0.681359 	-270.01 	
 13640.2 	 0.681518 	-270.01 	
 13655.3 	 0.681463 	-270.01 	
 13669.4 	 0.681636 	-270 	
 13686.7 	 0.681596 	-270.01 	
 13699.5 	 0.681649 	-270.01 	
 13714.8 	 0.681669 	-270.01 	
 13730.2 	 0.681779 	-270.01 	
 13744.9 	 0.681924 	-270 	
 13760.8 	 0.682006 	-270 	
 13773.9 	 0.681932 	-270.01 	
 13790.6 	 0.682043 	-270.01 	
 13804.4 	 0.682192 	-270.01 	
 13819.9 	 0.682203 	-270.01 	
 13836 	 0.682357 	-270.01 	
 13849.3 	 0.68241 	-270.01 	
 13865.1 	 0.682712 	-270.01 	
 13879.1 	 0.682809 	-270.01 	
 13894.6 	 0.682966 	-270.01 	
 13909.6 	 0.683046 	-270.01 	
 13924.8 	 0.683028 	-270.01 	
 13939.1 	 0.683054 	-270.01 	
 13954.3 	 0.683142 	-270.01 	
 13968.8 	 0.683321 	-270.01 	
 13984.2 	 0.683375 	-270.01 	
 13999.5 	 0.683414 	-270.01 	
 14014.3 	 0.683397 	-270.01 	
 14028.8 	 0.68362 	-270.01 	
 14044.1 	 0.683648 	-270 	
 14058.7 	 0.683768 	-270.01 	
 14075.6 	 0.683806 	-270.01 	
 14089 	 0.683692 	-270.01 	
 14103.4 	 0.683875 	-270.01 	
 14118.7 	 0.683929 	-270.01 	
 14133.6 	 0.684154 	-270.01 	
 14150 	 0.684176 	-270.01 	
 14164.1 	 0.684234 	-270 	
 14178.2 	 0.684264 	-270 	
 14194.2 	 0.684396 	-270 	
 14208.4 	 0.684391 	-270 	
 14223.3 	 0.684566 	-270.01 	
 14239 	 0.684639 	-270.01 	
 14253.3 	 0.684649 	-270.01 	
 14268.8 	 0.684705 	-270 	
 14283.2 	 0.684802 	-270 	
 14298.4 	 0.684882 	-270 	
 14313 	 0.684953 	-270 	
 14328.4 	 0.685105 	-270.01 	
 14343.9 	 0.68519 	-270.01 	
 14357.9 	 0.685185 	-270.01 	
 14365 	 0.685146 	-270.01 	
 14380.7 	 0.685198 	-270.01 	
 14399.5 	 0.685322 	-270 	
 14417.6 	 0.685287 	-270.01 	
 14433 	 0.685464 	-270.01 	
 14448.3 	 0.685426 	-270.01 	
 14462.4 	 0.685524 	-270.01 	
 14478.1 	 0.685503 	-270.01 	
 14492.9 	 0.685479 	-270.01 	
 14508 	 0.685623 	-270.01 	
 14521.9 	 0.685675 	-270.01 	
 14538 	 0.685832 	-270.01 	
 14552.2 	 0.685802 	-270.01 	
 14567.1 	 0.686006 	-270.01 	
 14582.3 	 0.685926 	-270.01 	
 14598.2 	 0.686089 	-270 	
 14612.8 	 0.686153 	-270 	
 14627.8 	 0.686185 	-270.01 	
 14642 	 0.68611 	-270.01 	
 14657.1 	 0.686276 	-270.01 	
 14672.4 	 0.686481 	-270 	
 14687.3 	 0.686606 	-270 	
 14701.2 	 0.686573 	-270 	
 14716.4 	 0.686695 	-270 	
 14732.3 	 0.686848 	-270.01 	
 14748 	 0.686938 	-270 	
 14762.1 	 0.686862 	-270 	
 14777.5 	 0.686998 	-270 	
 14791.1 	 0.687159 	-270.01 	
 14807 	 0.687291 	-270.01 	
 14821.7 	 0.687284 	-270.01 	
 14836.4 	 0.687345 	-270.01 	
 14852.1 	 0.687448 	-270.01 	
 14865.8 	 0.687391 	-270.01 	
 14881.3 	 0.687476 	-270.01 	
 14895.7 	 0.687636 	-270.01 	
 14911 	 0.687567 	-270.01 	
 14926.4 	 0.68771 	-270 	
 14942.2 	 0.687739 	-270.01 	
 14956.3 	 0.687794 	-270.01 	
 14971 	 0.687975 	-270.01 	
 14985.8 	 0.688129 	-270.01 	

	
	
